"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Spinal Tap was funny because if you knew a little about heavy metal, you saw in-jokes all over the place. If you know anything about porn, this mock documentary will leave you cold. Everything in it rings [[false]].<br /><br />Spinal Tap was funny because it took a familiar world and pushed it over the top. This film is decidedly not [[funny]] because it paints a picture of how porn is made that bears no relationship to the real world.<br /><br />The acting here is uniformly awful, but that would not matter much if the core idea of the movie were [[good]]. But it's not.","Spinal Tap was funny because if you knew a little about heavy metal, you saw in-jokes all over the place. If you know anything about porn, this mock documentary will leave you cold. Everything in it rings [[tragic]].<br /><br />Spinal Tap was funny because it took a familiar world and pushed it over the top. This film is decidedly not [[comedic]] because it paints a picture of how porn is made that bears no relationship to the real world.<br /><br />The acting here is uniformly awful, but that would not matter much if the core idea of the movie were [[bad]]. But it's not.",0.0002594590187072754,0.8573635816574097,0,1,0,100,"Successful"
"This entry is [[certainly]] interesting for series fans (like myself), but yet it is [[mostly]] [[incomprehensible]]. The plot is confusing, as is the sequel continuity. Some striking effects, to be sure, but we [[never]] find out what it all really means.<br /><br />Try to see the ""NC-17"" workprint version which contains the gore that was cut to be re-rated ""R"".","This entry is [[surprisingly]] interesting for series fans (like myself), but yet it is [[rather]] [[nonsense]]. The plot is confusing, as is the sequel continuity. Some striking effects, to be sure, but we [[only]] find out what it all really means.<br /><br />Try to see the ""NC-17"" workprint version which contains the gore that was cut to be re-rated ""R"".",0.00018912553787231445,0.9665167331695557,0,1,0,102,"Successful"
"Of all the kung-fu films [[made]] through the 70's and 80's this is [[one]] that has developed a real cult following. [[With]] the [[exception]] of all the films Bruce Lee starred in this is a [[film]] that has stood the test of time and its due to the unique story. An aging kung-fu master [[tells]] his [[last]] pupil Yang Tieh (Sheng Chiang) about [[five]] pupils he has trained in the past. [[All]] five [[wore]] masks and nobody has seen the face of each other and they have all been trained [[differently]]. [[Their]] specialty in kung-fu is the name they have [[adopted]] [[like]] Lizard, Snake, Centipede, Toad and Scorpion. The [[master]] [[called]] them the Poison Clan and he does not know what has happened to them so he wants [[Tieh]] to find them and help the ones that are doing [[good]] to stop the others that are evil. An [[old]] man who was once a [[member]] of the Poison Clan has a map to where he has hidden a lot of [[money]] and he seems to be a target. Tieh does not know what they [[look]] like so he has to mingle in [[society]] and try and figure out who they are. [[Tieh]] has discovered that the Snake is Hung [[Wen]] [[Tung]] (Pai [[Wei]]) and along with Tang Sen Kue (Feng [[Lu]]) who is the Centipede they kill a family to [[find]] the map. [[A]] map is found by a mystery [[man]] who [[turns]] out to be the Scorpion but know one knows who he is. [[A]] [[local]] policeman named Ho Yung Sin (Philip Kwok) [[investigates]] the murders along with his partner Ma Chow (Chien [[Sun]]). Sin has a friend called Li [[Ho]] (Meng Lo) who is the Toad and they do [[know]] of each others identity. The Snake bribes the local [[officials]] to pin the murders on Li Ho and while he is in prison he is [[tortured]] and killed. When Sin finds out he teams up with Tieh and [[together]] they go to combat Tung and Kue. <br /><br />This [[film]] was directed by Cheh Chang and he was a very [[special]] director when it came to these films. Chang was not your [[run]] of the mill kung-fu director and his [[films]] always had a special quality to them. [[While]] most martial arts films deal with revenge [[Chang]] did not use that as a central theme. [[Even]] [[though]] there is some revenge going on later in this [[story]] this film is more complex than that. Five men trained by the same master in [[different]] ways and wearing masks. [[Then]] they are all in the same area and not [[knowing]] who the other is. Very unique story makes this film different from all the others and most of Changs stories were in a class all by themselves. I wouldn't exactly put it in the same league as ""Enter The Dragon"" because Bruce Lee was a worldwide icon and the martial arts he exhibited were more authentic looking. This film still has some impossible feats like clinging to sides of walls and all the flipping through the air but this film isn't necessarily about fight scenes. Its more about the intrigue of the story and the characters that are involved. That alone makes this different from all the other kung-fu films. Very well made with a unique story.","Of all the kung-fu films [[issued]] through the 70's and 80's this is [[two]] that has developed a real cult following. [[for]] the [[rest]] of all the films Bruce Lee starred in this is a [[scene]] that has stood the test of time and its due to the unique story. An aging kung-fu master [[mentions]] his [[fellow]] pupil Yang Tieh (Sheng Chiang) about [[two]] pupils he has trained in the past. [[are]] five [[wearing]] masks and nobody has seen the face of each other and they have all been trained [[similarly]]. [[they]] specialty in kung-fu is the name they have [[saying]] [[that]] Lizard, Snake, Centipede, Toad and Scorpion. The [[character]] [[teaches]] them the Poison Clan and he does not know what has happened to them so he wants [[someone]] to find them and help the ones that are doing [[less]] to stop the others that are evil. An [[elderly]] man who was once a [[branch]] of the Poison Clan has a map to where he has hidden a lot of [[stuff]] and he seems to be a target. Tieh does not know what they [[looked]] like so he has to mingle in [[people]] and try and figure out who they are. [[cheung]] has discovered that the Snake is Hung [[sen]] [[zi]] (Pai [[tung]]) and along with Tang Sen Kue (Feng [[ting]]) who is the Centipede they kill a family to [[locate]] the map. [[said]] map is found by a mystery [[guy]] who [[helps]] out to be the Scorpion but know one knows who he is. [[some]] [[special]] policeman named Ho Yung Sin (Philip Kwok) [[believes]] the murders along with his partner Ma Chow (Chien [[ho]]). Sin has a friend called Li [[sun]] (Meng Lo) who is the Toad and they do [[none]] of each others identity. The Snake bribes the local [[population]] to pin the murders on Li Ho and while he is in prison he is [[imprisoned]] and killed. When Sin finds out he teams up with Tieh and [[instead]] they go to combat Tung and Kue. <br /><br />This [[cinema]] was directed by Cheh Chang and he was a very [[great]] director when it came to these films. Chang was not your [[gang]] of the mill kung-fu director and his [[movie]] always had a special quality to them. [[despite]] most martial arts films deal with revenge [[ho]] did not use that as a central theme. [[just]] [[unless]] there is some revenge going on later in this [[history]] this film is more complex than that. Five men trained by the same master in [[multiple]] ways and wearing masks. [[supposedly]] they are all in the same area and not [[known]] who the other is. Very unique story makes this film different from all the others and most of Changs stories were in a class all by themselves. I wouldn't exactly put it in the same league as ""Enter The Dragon"" because Bruce Lee was a worldwide icon and the martial arts he exhibited were more authentic looking. This film still has some impossible feats like clinging to sides of walls and all the flipping through the air but this film isn't necessarily about fight scenes. Its more about the intrigue of the story and the characters that are involved. That alone makes this different from all the other kung-fu films. Very well made with a unique story.",0.000250399112701416,0.002285003662109375,1,1,1,1003,"Failed"
"I don't [[doubt]] that Victor McLaglen won his Best Actor Oscar for this film by dint of a three way split [[among]] the Mutiny on the Bounty leads of Clark [[Gable]], Charles Laughton, and Franchot Tone who were all in the same race. But The Informer is still a [[fine]] film because John Ford wouldn't have gotten his first Best Director Oscar if it wasn't. No split involved in his award.<br /><br />[[The]] movie and the story by Liam O'Flaherty that it is based on involves a poor simpleton of a man named Gypo Nolan who was once a member of the Irish Republican Army. He was cashiered out of it for some imbecilic stunt he pulled and wants back in. He's down to his last pence and if he can't get back in, wants enough for passage to America. There's a twenty pound reward for information leading to the arrest of a former comrade named Frankie McPhillip played by Wallace Ford. In a moment of weakness he goes to the Black and Tan constabulary and informs on McPhillip.<br /><br />The IRA is pretty anxious to find out who ratted McPhillip out and they're pretty certain it was McLaglen. He hasn't the wit to really cover his own tracks. He does make a feeble effort to implicate another man named Peter Mulligan played by Donald Meek. He also picks up a hanger-on played by J.M. Kerrigan.<br /><br />The whole action of The Informer takes place in 1922 in Dublin from about six in the evening to early the following morning. Of a necessity it is shot in darkness and shadows, making it [[possibly]] the first noir thriller. Had it been done post World War II The Informer would have ranked as a great noir classic, like Odd Man Out or the The Third Man which it bares a lot of resemblance to.<br /><br />John Ford knew this world very well. He took some time off during the Rebellion and was in Ireland at the time and had a brother who was in the IRA. His real name before having it anglicized was Sean O'Fiernan.<br /><br />Preston Foster plays the IRA commandant Dan Gallagher. In the book Gallagher is a harder and meaner man than Foster has him here. My guess is that John Ford wanted him as a sympathetic character to give movie fans some rooting interest. He makes it clear that Foster has to eliminate the informer because the Black and Tans will grab him and get quite a bit more out of him and put the whole organization in peril.<br /><br />The IRA trial scene is the highlight of the film. When Foster asks Donald Meek whether he recognizes the authority of their court, Meek ain't in a position to say no. The King's justice and writ does not run here. It graphically illustrates at that point despite occupation by army troops and constabulary, the British are indeed losing their grip on the population.<br /><br />Of course The Informer a rather grim story has its John Ford touches, but rather fewer than you would expect. Even as McLaglen is spending his money on a drunken spree, the IRA is constantly in the shadows watching him and counting every farthing.<br /><br />The Informer is a tale well told about Ireland in a grim and dismal time.","I don't [[want]] that Victor McLaglen won his Best Actor Oscar for this film by dint of a three way split [[versus]] the Mutiny on the Bounty leads of Clark [[ston]], Charles Laughton, and Franchot Tone who were all in the same race. But The Informer is still a [[bad]] film because John Ford wouldn't have gotten his first Best Director Oscar if it wasn't. No split involved in his award.<br /><br />[[no]] movie and the story by Liam O'Flaherty that it is based on involves a poor simpleton of a man named Gypo Nolan who was once a member of the Irish Republican Army. He was cashiered out of it for some imbecilic stunt he pulled and wants back in. He's down to his last pence and if he can't get back in, wants enough for passage to America. There's a twenty pound reward for information leading to the arrest of a former comrade named Frankie McPhillip played by Wallace Ford. In a moment of weakness he goes to the Black and Tan constabulary and informs on McPhillip.<br /><br />The IRA is pretty anxious to find out who ratted McPhillip out and they're pretty certain it was McLaglen. He hasn't the wit to really cover his own tracks. He does make a feeble effort to implicate another man named Peter Mulligan played by Donald Meek. He also picks up a hanger-on played by J.M. Kerrigan.<br /><br />The whole action of The Informer takes place in 1922 in Dublin from about six in the evening to early the following morning. Of a necessity it is shot in darkness and shadows, making it [[apparently]] the first noir thriller. Had it been done post World War II The Informer would have ranked as a great noir classic, like Odd Man Out or the The Third Man which it bares a lot of resemblance to.<br /><br />John Ford knew this world very well. He took some time off during the Rebellion and was in Ireland at the time and had a brother who was in the IRA. His real name before having it anglicized was Sean O'Fiernan.<br /><br />Preston Foster plays the IRA commandant Dan Gallagher. In the book Gallagher is a harder and meaner man than Foster has him here. My guess is that John Ford wanted him as a sympathetic character to give movie fans some rooting interest. He makes it clear that Foster has to eliminate the informer because the Black and Tans will grab him and get quite a bit more out of him and put the whole organization in peril.<br /><br />The IRA trial scene is the highlight of the film. When Foster asks Donald Meek whether he recognizes the authority of their court, Meek ain't in a position to say no. The King's justice and writ does not run here. It graphically illustrates at that point despite occupation by army troops and constabulary, the British are indeed losing their grip on the population.<br /><br />Of course The Informer a rather grim story has its John Ford touches, but rather fewer than you would expect. Even as McLaglen is spending his money on a drunken spree, the IRA is constantly in the shadows watching him and counting every farthing.<br /><br />The Informer is a tale well told about Ireland in a grim and dismal time.",0.00019592046737670898,0.60606449842453,1,0,1,496,"Successful"
"May Contain Spoilers.<br /><br />An [[innocent]] trailer park or [[maybe]] 'Compton' LA white kid witnesses a terrible [[childhood]] tragedy relating to drugs and violence. An unprofessional but dedicated [[police]] partners try to take down a 'sophisticated' high [[end]] club drug ring only to be fired and [[chewed]] out by the the drug lords high priced attorneys. [[The]] plot thickens as more people [[come]] back to [[seek]] vengeance and justice with a predictable ending. The only [[memorable]] part was a walk-on by Ron Jeremy.<br /><[[br]] />[[If]] I was in a movie theater I [[would]] have asked for a refund. I feel [[sorry]] for the poor actors in this movie. It was just [[awful]] and painful to [[watch]]. [[The]] worst part was the cinematography were the director kept flashing [[back]] [[within]] the same scene so the sound would not quite [[match]]. And NO it was not a codec nor DVD problem but an intentional technique. [[Ughh]]. Two Stars.","May Contain Spoilers.<br /><br />An [[actual]] trailer park or [[even]] 'Compton' LA white kid witnesses a terrible [[stage]] tragedy relating to drugs and violence. An unprofessional but dedicated [[cop]] partners try to take down a 'sophisticated' high [[class]] club drug ring only to be fired and [[cut]] out by the the drug lords high priced attorneys. [[a]] plot thickens as more people [[came]] back to [[see]] vengeance and justice with a predictable ending. The only [[terrible]] part was a walk-on by Ron Jeremy.<br /><[[s]] />[[as]] I was in a movie theater I [[thought]] have asked for a refund. I feel [[deeply]] for the poor actors in this movie. It was just [[terrible]] and painful to [[have]]. [[no]] worst part was the cinematography were the director kept flashing [[away]] [[before]] the same scene so the sound would not quite [[show]]. And NO it was not a codec nor DVD problem but an intentional technique. [[v]]. Two Stars.",0.00018328428268432617,0.0004737377166748047,0,0,0,480,"Failed"
"I actually didn't start [[watching]] the show until it came on FX. I was bored and had nothing to [[watch]] and [[saw]] that the [[show's]] reruns were premiering so i [[decided]] to watch it. I was so upset that [[I]] had not [[watched]] the show when it [[first]] aired on t.v. I loved the show so [[much]]![[Finally]] a show for [[everyone]] to enjoy. I remember Full House and [[Family]] Matters and Step by Step and they were [[okay]] shows but just not funny enough. They would make dumb [[jokes]] and [[laugh]] over things that were just plain stupid, but not [[That]] 70s Show. That 70s Show was hilarious, [[smart]] and so real. I think it was the best show ever [[made]] and I'm very sorry that it ended. [[Although]] I [[love]] this show, [[I]] do think it should have ended on the seventh [[season]] when Eric and Kelso leave. [[The]] last season was just not right, Eric was the main character and the [[show]] should have ended when his character leaves. [[I]] [[still]] love this show and I hope TV starts making more [[shows]] like this one.","I actually didn't start [[doing]] the show until it came on FX. I was bored and had nothing to [[see]] and [[think]] that the [[show]] reruns were premiering so i [[tried]] to watch it. I was so upset that [[it]] had not [[watching]] the show when it [[then]] aired on t.v. I loved the show so [[loud]]![[became]] a show for [[anybody]] to enjoy. I remember Full House and [[families]] Matters and Step by Step and they were [[bad]] shows but just not funny enough. They would make dumb [[joke]] and [[giggle]] over things that were just plain stupid, but not [[about]] 70s Show. That 70s Show was hilarious, [[great]] and so real. I think it was the best show ever [[tv]] and I'm very sorry that it ended. [[though]] I [[loved]] this show, [[they]] do think it should have ended on the seventh [[episode]] when Eric and Kelso leave. [[another]] last season was just not right, Eric was the main character and the [[episode]] should have ended when his character leaves. [[she]] [[even]] love this show and I hope TV starts making more [[ones]] like this one.",0.001191854476928711,0.016326904296875,1,1,1,466,"Failed"
"[[This]] film coincides with Mike Allred's comic book mini-series, ""[[Red]] Rocket Seven"" and tells the story of an alien who escaped to [[Earth]] to wait for ""Astroesque"" which ties into the [[book]] of Revelations and the apocylpse. This is only [[part]] of a bigger story (if the movie confuses you, [[read]] ""RR7"" too). You can easily tell that Allred is [[used]] to telling stories with pictures. The direction is very [[good]] and the effects aren't bad for a $500 budget. [[Unfortunately]], Mike [[used]] many friends to play the [[roles]] and [[probably]] didn't have the heart to say that they couldn't [[act]]. Also, Mike is not showing his writing skills in this movie. His [[dialouge]] [[spoon-feeds]] the plot to you and doesn't let you enjoy the characters. [[This]] was [[actually]] disappointing considering his tremendous writing ability shown in his comic [[books]]. 4 out of 10.","[[some]] film coincides with Mike Allred's comic book mini-series, ""[[love]] Rocket Seven"" and tells the story of an alien who escaped to [[planet]] to wait for ""Astroesque"" which ties into the [[books]] of Revelations and the apocylpse. This is only [[kind]] of a bigger story (if the movie confuses you, [[i]] ""RR7"" too). You can easily tell that Allred is [[suited]] to telling stories with pictures. The direction is very [[smooth]] and the effects aren't bad for a $500 budget. [[sadly]], Mike [[lacked]] many friends to play the [[role]] and [[then]] didn't have the heart to say that they couldn't [[be]]. Also, Mike is not showing his writing skills in this movie. His [[characterization]] [[keeps]] the plot to you and doesn't let you enjoy the characters. [[the]] was [[rather]] disappointing considering his tremendous writing ability shown in his comic [[series]]. 4 out of 10.",0.00019174814224243164,0.9214799404144287,0,1,0,309,"Successful"
"Again, we're getting a melange of themes well covered by so many previous films. The good and the bad son story, courtesy East of Eden. The American marine hero story, who doesn't consider himself to be one due to what he knows. And the grieving wife potentially falling in love with another man story.<br /><br />The mere fact of those stories being that ubiquitous isn't so much of a problem though. Because theoretically they could still be better presented and dealt with each time around. No luck this time though, as all three of those threads ultimately fall flat all the same.<br /><br />As the bad son never really gets to talk to his father, so that conflict is never resolved properly. Apart from the father kind of starting to appreciate the bad son thanks to the latter renovating the kitchen of the grieving wife. Now, how satisfying is that.<br /><br />Next, the surprisingly homecoming marine suspecting his wife of unfaithfulness conflict never gets resolved. Because he never really talks to the man under suspicion, namely his own brother. So once more we're handed a loose end here.<br /><br />And finally, the American military heroism hypocrisy theme, where the marine is publicly considered a hero when, due to the dirtiness of war he went through, he shouldn't really be called one as to his own standards, that third theme [[falls]] flat just the same. Because the movie ends right when, for the first time, he's just able to talk to his wife about what he went through. Where the real story would actually begin at that very point, namely his process of recovery, how that would look like and how he would finally face the family he'd have some major guilt to admit to. All that, all the really interesting bits are passed over and getting [[ignored]].<br /><br />So while story wise this film is a [[serious]], and I mean serious, disappointment, I'd still give it points for the impressive cast. Although no film should use Maguire for a voice over, because that belongs to Spiderman. Especially a grown up Gyllenhaal seems to fulfill all the expectations he aroused as a young and aspiring actor. So much that I'd in fact love to see him entrusted with a really deep and demanding lead role of proper profile.<br /><br />So while the cast really seems to do what they can, I consider this film totally forgettable otherwise. A shallow and ultimately pretentious, utterly unsatisfying tear squeezer indeed. Message du jour to the writers: we know the wounds already, see the host of Vietnam films. You want to earn some credit, show us a believable healing.","Again, we're getting a melange of themes well covered by so many previous films. The good and the bad son story, courtesy East of Eden. The American marine hero story, who doesn't consider himself to be one due to what he knows. And the grieving wife potentially falling in love with another man story.<br /><br />The mere fact of those stories being that ubiquitous isn't so much of a problem though. Because theoretically they could still be better presented and dealt with each time around. No luck this time though, as all three of those threads ultimately fall flat all the same.<br /><br />As the bad son never really gets to talk to his father, so that conflict is never resolved properly. Apart from the father kind of starting to appreciate the bad son thanks to the latter renovating the kitchen of the grieving wife. Now, how satisfying is that.<br /><br />Next, the surprisingly homecoming marine suspecting his wife of unfaithfulness conflict never gets resolved. Because he never really talks to the man under suspicion, namely his own brother. So once more we're handed a loose end here.<br /><br />And finally, the American military heroism hypocrisy theme, where the marine is publicly considered a hero when, due to the dirtiness of war he went through, he shouldn't really be called one as to his own standards, that third theme [[settles]] flat just the same. Because the movie ends right when, for the first time, he's just able to talk to his wife about what he went through. Where the real story would actually begin at that very point, namely his process of recovery, how that would look like and how he would finally face the family he'd have some major guilt to admit to. All that, all the really interesting bits are passed over and getting [[said]].<br /><br />So while story wise this film is a [[little]], and I mean serious, disappointment, I'd still give it points for the impressive cast. Although no film should use Maguire for a voice over, because that belongs to Spiderman. Especially a grown up Gyllenhaal seems to fulfill all the expectations he aroused as a young and aspiring actor. So much that I'd in fact love to see him entrusted with a really deep and demanding lead role of proper profile.<br /><br />So while the cast really seems to do what they can, I consider this film totally forgettable otherwise. A shallow and ultimately pretentious, utterly unsatisfying tear squeezer indeed. Message du jour to the writers: we know the wounds already, see the host of Vietnam films. You want to earn some credit, show us a believable healing.",0.00045603513717651367,0.5234348773956299,0,1,0,322,"Successful"
"It is quite rare that a movie comes along that is so useless, that I with IMDb allowed the use of negative scores. In fact, I reflect back upon this movie and I truly [[cannot]] think of a movie that had so little going for it. Acting: Your Kidding right. [[Direction]]: [[No]]. A plot: No. This movie has nothing going for it if you [[take]] it as a serious movie, this is often the [[case]] with [[movies]] of this genre, but most movies of this nature can be watch as if they are a comedy and you can [[laugh]] at how pathetic the [[characters]] and situations are and [[almost]] [[get]] your times worth. This movie is so empty, that it [[cannot]] even suit that purpose. I have to give this a -1/10, three points lower then any other movie I have ever rated. I truly feel that the [[staff]] involved in this movie should pay me for the 83 minutes I spent watching it. I do not really have the words to describe how [[bad]] this is. No one should ever watch this for any reason again.","It is quite rare that a movie comes along that is so useless, that I with IMDb allowed the use of negative scores. In fact, I reflect back upon this movie and I truly [[wanna]] think of a movie that had so little going for it. Acting: Your Kidding right. [[talking]]: [[good]]. A plot: No. This movie has nothing going for it if you [[want]] it as a serious movie, this is often the [[situation]] with [[movie]] of this genre, but most movies of this nature can be watch as if they are a comedy and you can [[chuckle]] at how pathetic the [[character]] and situations are and [[completely]] [[have]] your times worth. This movie is so empty, that it [[has]] even suit that purpose. I have to give this a -1/10, three points lower then any other movie I have ever rated. I truly feel that the [[everyone]] involved in this movie should pay me for the 83 minutes I spent watching it. I do not really have the words to describe how [[good]] this is. No one should ever watch this for any reason again.",0.00022536516189575195,0.5120102763175964,0,1,0,196,"Successful"
"All the bare chested [[women]] in the world couldn't [[keep]] me from [[hitting]] the stop button about a third of the way through this awful [[rubbish]]. With the derisory acting, equally [[terrible]] script plus the poor CGI FX to [[match]]; this movie is an insult to the [[Werewolf]] genre. [[It]] is supposed to be serious, which in itself [[would]] be [[funny]] if this film could even [[make]] it to the level of being a bad joke.<[[br]] /><br />This is one of those movies where the people behind the [[camera]] are obviously competent but are too lazy to make [[something]] [[even]] one quarter decent. Avoid at all costs and watch one of the classic Werewolf [[movies]] [[instead]].<[[br]] /><br />[[0]] out of 10!","All the bare chested [[woman]] in the world couldn't [[stop]] me from [[hit]] the stop button about a third of the way through this awful [[part]]. With the derisory acting, equally [[nasty]] script plus the poor CGI FX to [[mention]]; this movie is an insult to the [[werewolves]] genre. [[what]] is supposed to be serious, which in itself [[do]] be [[hilarious]] if this film could even [[help]] it to the level of being a bad joke.<[[s]] /><br />This is one of those movies where the people behind the [[cameras]] are obviously competent but are too lazy to make [[looking]] [[exactly]] one quarter decent. Avoid at all costs and watch one of the classic Werewolf [[movie]] [[occasionally]].<[[s]] /><br />[[nine]] out of 10!",0.0002123713493347168,0.0004302859306335449,0,0,0,448,"Failed"
"***SPOILERS*** ***SPOILERS*** [[Well]], seeing as I am a major H:LOTS fan, maybe [[I]] liked the movie more than normal people [[would]]. However, this movie is [[still]] excellent. It had tons of surprises, and it [[gave]] some more closure to the series. While I was sad that [[Bayliss]] turned into a murderer, the overall [[feeling]] I felt was satisfied.","***SPOILERS*** ***SPOILERS*** [[besides]], seeing as I am a major H:LOTS fan, maybe [[me]] liked the movie more than normal people [[may]]. However, this movie is [[not]] excellent. It had tons of surprises, and it [[wanted]] some more closure to the series. While I was sad that [[was]] turned into a murderer, the overall [[sentiment]] I felt was satisfied.",0.0003139972686767578,0.6747182011604309,1,0,1,151,"Successful"
"Here is [[proof]] of why Mary Pickford was `America's Sweetheart.' In this rather [[complex]] drama, Mary plays the young daughter of a squatter that dare to dream of a relationship with the son of one of the `hill-toppers.' The [[scenes]] where they steal a kiss and otherwise fall in love are simply [[delightful]]. She is even willing to take a bath. That Mary could pull this role off at the age of 30 is simply [[amazing]] and somewhat due to her diminutive stature (5').<br /><br />Tess must face numerous physical and emotional [[challenges]]. She does so with spunk not seen in many heroines of the time. Tess packs a [[wallop]] and is not shy about fighting with anyone. Why she agrees to help the `hill-topper' daughter is beyond me, but she sacrifices her own happiness in order to keep a deep secret. Pickford's close ups are [[wonderful]].<br /><br />Danish-born Jean Hersholt is simply [[wonderful]] as the villain. The scene in which he manhandles a small baby is enough to make you throw vegetables (or whatever) at the movie screen. If Forrest Robinson (who plays Daddy Skinner) had worn a beard, he would have been a match for the model used in those World War I recruiting posters of Uncle Sam  Wants You!<br /><br />Although the story is somewhat predictable and slow in the beginning, it is worth the investment in your time to see the piece or pure `Americana.' The [[film]] highlights choices available to us all involving making someone else happy and what it is to be a real Christian. Recommended.","Here is [[demonstration]] of why Mary Pickford was `America's Sweetheart.' In this rather [[ridiculous]] drama, Mary plays the young daughter of a squatter that dare to dream of a relationship with the son of one of the `hill-toppers.' The [[scene]] where they steal a kiss and otherwise fall in love are simply [[impressive]]. She is even willing to take a bath. That Mary could pull this role off at the age of 30 is simply [[ridiculous]] and somewhat due to her diminutive stature (5').<br /><br />Tess must face numerous physical and emotional [[problems]]. She does so with spunk not seen in many heroines of the time. Tess packs a [[crowd]] and is not shy about fighting with anyone. Why she agrees to help the `hill-topper' daughter is beyond me, but she sacrifices her own happiness in order to keep a deep secret. Pickford's close ups are [[unbelievable]].<br /><br />Danish-born Jean Hersholt is simply [[right]] as the villain. The scene in which he manhandles a small baby is enough to make you throw vegetables (or whatever) at the movie screen. If Forrest Robinson (who plays Daddy Skinner) had worn a beard, he would have been a match for the model used in those World War I recruiting posters of Uncle Sam  Wants You!<br /><br />Although the story is somewhat predictable and slow in the beginning, it is worth the investment in your time to see the piece or pure `Americana.' The [[movie]] highlights choices available to us all involving making someone else happy and what it is to be a real Christian. Recommended.",0.00015842914581298828,0.6443403959274292,1,0,1,275,"Successful"
"I [[think]] it's the [[sort]] of film you either love or hate and I'm really not the type to [[go]] in for arty movies. My mother rented ""[[mullhuland]] DR"" the other night and I nearly [[ran]] from the room, ha. But I love this film.<br /><br />We recorded ""[[The]] Beat"" one night when we had just [[let]] the tape run and got a great [[film]] that [[way]] by accident. [[Saved]] that tape and watched it a lot. [[I]] [[eventually]] got the VHS to [[add]] to my collection. I've watched it many [[times]] and at one point copied down the poems. [[I]] [[even]] tried to [[preform]] one scene for my high school drama [[class]]. [[She]] had said we could do any scene we wanted and just [[cut]] out the bad words. She refused to let me do it. [[If]] it [[could]] upset my drama teacher that much it has to be [[good]] :) Honest she never treated me the same after that.<[[br]] /><br />I liked the acting it came off very true and [[honest]]. It wasn't clean and polished but it was better than that. It was true to life, how anyone [[would]] truly behave and display emotions not how Hollywood does. It was [[great]] acting [[especially]] by the one playing Rex.<br /><br />[[The]] story was original. Not only do the [[characters]] get drawn into his world but you do too. Not your [[typical]] person meets inner city kids and saves them through knowledge film at all. [[Simply]] caring and friendship make things a [[bit]] [[better]].<br /><br />The only thing is that [[even]] in the 80's there was more gun violence and [[less]] simple stuff [[like]] rock throwing but that little bit of innocence didn't hurt this [[film]].<br /><br />I think it's a must [[see]]. you will either love or hate it but [[either]] [[way]] it makes an impact and that makes a [[good]] [[film]] that you will remember and talk about [[later]].","I [[mean]] it's the [[idea]] of film you either love or hate and I'm really not the type to [[sneak]] in for arty movies. My mother rented ""[[kill]] DR"" the other night and I nearly [[runs]] from the room, ha. But I love this film.<br /><br />We recorded ""[[a]] Beat"" one night when we had just [[heard]] the tape run and got a great [[movie]] that [[got]] by accident. [[kept]] that tape and watched it a lot. [[my]] [[first]] got the VHS to [[back]] to my collection. I've watched it many [[things]] and at one point copied down the poems. [[they]] [[always]] tried to [[produce]] one scene for my high school drama [[ma]]. [[her]] had said we could do any scene we wanted and just [[left]] out the bad words. She refused to let me do it. [[since]] it [[does]] upset my drama teacher that much it has to be [[simple]] :) Honest she never treated me the same after that.<[[b]] /><br />I liked the acting it came off very true and [[wonderful]]. It wasn't clean and polished but it was better than that. It was true to life, how anyone [[doesn]] truly behave and display emotions not how Hollywood does. It was [[terrible]] acting [[even]] by the one playing Rex.<br /><br />[[some]] story was original. Not only do the [[protagonists]] get drawn into his world but you do too. Not your [[average]] person meets inner city kids and saves them through knowledge film at all. [[people]] caring and friendship make things a [[much]] [[worse]].<br /><br />The only thing is that [[before]] in the 80's there was more gun violence and [[whole]] simple stuff [[for]] rock throwing but that little bit of innocence didn't hurt this [[guy]].<br /><br />I think it's a must [[make]]. you will either love or hate it but [[some]] [[said]] it makes an impact and that makes a [[terrific]] [[movie]] that you will remember and talk about [[sometimes]].",0.00014781951904296875,0.0007173418998718262,1,1,1,900,"Failed"
