"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[There's]] a part of me that would like to give this movie a high rating. Considering that it was [[made]] in [[1953]], this is a very courageous [[movie]] about [[transvestites]], tackling the issue fairly seriously and sympathetically (and offering the viewer a lot of information on the subject) and trying very hard not to stereotype. The movie clearly makes the point that transvestites are not homosexuals, and that aside from wearing women's clothing they lead a relatively normal life. [[It]] deals with the pain of not being accepted in society - the plot revolves around a police officer (Lyle [[Talbot]]) desperately trying to understand the issue because of the recent suicide of a transvestite. [[So]], you have to give everyone involved with this movie [[credit]] for taking on such a controversial (in the context of 1953) subject.<br /><br />Having said all that, [[I'm]] also sorry to say that this [[movie]] is [[absolutely]] [[dreadful]]. In trying to portray Glen/Glenda's (Edward D. [[Wood]]) pain, the movie falls into silly (and at times surprisingly - again given the era - [[sensual]]) fantasies that make the story very hard to follow. The [[acting]] is wooden at best. None of the dialogue comes across as [[real]]; the [[actors]] look and sound like people reading speeches written by others. And - worst of all - there was no point to having Bela [[Lugosi]] in this movie. This was another of the increasingly embarrassing roles this [[poor]] man took on in the latter stages of his career. ""Pull the strings; pull the strings,"" poor Lugosi's character (called The Spirit in the [[credits]], but really coming across as more of a mad scientist) kept crying. And nothing he did really seemed to have much [[connection]] with the rest of the [[movie]].<br /><br />For artistic merit, the [[movie]] doesn't really deserve much more than 1/10. However, for the courage involved in just putting it out, [[I'll]] give it a 3/10.","[[Thereks]] a part of me that would like to give this movie a high rating. Considering that it was [[Jade]] in [[153]], this is a very courageous [[mozie]] about [[transvestite]], tackling the issue fairly seriously and sympathetically (and offering the viewer a lot of information on the subject) and trying very hard not to stereotype. The movie clearly makes the point that transvestites are not homosexuals, and that aside from wearing women's clothing they lead a relatively normal life. [[rt]] deals with the pain of not being accepted in society - the plot revolves around a police officer (Lyle [[Tabot]]) desperately trying to understand the issue because of the recent suicide of a transvestite. [[Sq]], you have to give everyone involved with this movie [[creidt]] for taking on such a controversial (in the context of 1953) subject.<br /><br />Having said all that, '[[Im]] also sorry to say that this [[move]] is [[abDsolutely]] [[dreayful]]. In trying to portray Glen/Glenda's (Edward D. [[Woo]]) pain, the movie falls into silly (and at times surprisingly - again given the era - [[snesual]]) fantasies that make the story very hard to follow. The [[ycting]] is wooden at best. None of the dialogue comes across as [[reaD]]; the [[acors]] look and sound like people reading speeches written by others. And - worst of all - there was no point to having Bela [[Lugois]] in this movie. This was another of the increasingly embarrassing roles this [[Zoor]] man took on in the latter stages of his career. ""Pull the strings; pull the strings,"" poor Lugosi's character (called The Spirit in the [[mredits]], but really coming across as more of a mad scientist) kept crying. And nothing he did really seemed to have much [[cLnnection]] with the rest of the [[oovie]].<br /><br />For artistic merit, the [[mocie]] doesn't really deserve much more than 1/10. However, for the courage involved in just putting it out, [[I'l]] give it a 3/10.",0.00020068883895874023,0.5297286510467529,0,1,0,417,"Successful"
"This is a very sad movie. Really. Nothing happens in this movie. The [[Script]] is bad!!! I guess they've just copy-paste the first 15 pages to 90 pages. The Producers must have thought let's create a Hollywood movie here in Belgium. They didn't succeed. Now in the third week it is only running in Antwerp and Brussels at 22h45 or something. In the past we have had really good movies in Belgium, like Daens. Shades is a [[waste]] of your time. Maybe you could sneak in the theater after you've seen a real movie. If you've seen 10 minutes of Shades, you've seen it all. It was advertised to death on local radio and TV. I hope it will disappear in the Shades soon.","This is a very sad movie. Really. Nothing happens in this movie. The [[Scrpt]] is bad!!! I guess they've just copy-paste the first 15 pages to 90 pages. The Producers must have thought let's create a Hollywood movie here in Belgium. They didn't succeed. Now in the third week it is only running in Antwerp and Brussels at 22h45 or something. In the past we have had really good movies in Belgium, like Daens. Shades is a [[wastr]] of your time. Maybe you could sneak in the theater after you've seen a real movie. If you've seen 10 minutes of Shades, you've seen it all. It was advertised to death on local radio and TV. I hope it will disappear in the Shades soon.",0.001214444637298584,0.5125706195831299,0,1,0,82,"Successful"
"I should have known when I heard Anne Rice left the project that the movie would disappoint me. I couldn't have predicted that years after it's release just thinking about the movie still makes me [[angry]]. The [[novels]] are amazing, and while I understand much gets lost in the translation to screen, this movie was a great big middle finger to her original work. I hope one day someone tries again, the right way, starting with The Vampire Lestat. They change the roles and looks of major and minor characters alike for no good reason. They destroy Lestat's history. The acting of the Queen is exaggerated to the point of comedy, but I just can't bring myself to laugh. The charm and allure of the novels just isn't there. The [[movie]] is a bad excuse to cram as many musicians and ""dark"" imagery as possible into one movie, hoping the teeny Goths of America would lap it up. Part of the appeal of the first movie, of Louis' story, is that he is caught between his humanity and his curse. Lestat is supposed to take over and display the magic and excitement of the vampire world. Thank goodness I read the books first, or I'd have never touched them after this movie.","I should have known when I heard Anne Rice left the project that the movie would disappoint me. I couldn't have predicted that years after it's release just thinking about the movie still makes me [[angr]]. The [[Hovels]] are amazing, and while I understand much gets lost in the translation to screen, this movie was a great big middle finger to her original work. I hope one day someone tries again, the right way, starting with The Vampire Lestat. They change the roles and looks of major and minor characters alike for no good reason. They destroy Lestat's history. The acting of the Queen is exaggerated to the point of comedy, but I just can't bring myself to laugh. The charm and allure of the novels just isn't there. The [[Fmovie]] is a bad excuse to cram as many musicians and ""dark"" imagery as possible into one movie, hoping the teeny Goths of America would lap it up. Part of the appeal of the first movie, of Louis' story, is that he is caught between his humanity and his curse. Lestat is supposed to take over and display the magic and excitement of the vampire world. Thank goodness I read the books first, or I'd have never touched them after this movie.",0.00025337934494018555,0.893378496170044,0,1,0,135,"Successful"
"OK, imagine that every state in the US, nay, every country has exactly the same trees growing and ground foliage. Imagine, also, that a monkey-trapper's camp so far off the beaten track you had to do the first half of the approach by river has a beautifully [[tarmac'd]], perfectly straight road leading up to it. Imagine a world where you have to wear a full biohazard suit to collect a floppy disk, then you just drop it in a ziploc bag and transfer it to your pocket with no precautions as soon as you get back to the office. A world where two nine-year old girls are happy to give lots of blood without complaining. This is the world this movie is set in.<br /><br />On top of that, it's one of the most [[cliché-ridden]] pieces of [[excrement]] it's been my [[misfortune]] to witness in many a year.<br /><br />I liked it. :)","OK, imagine that every state in the US, nay, every country has exactly the same trees growing and ground foliage. Imagine, also, that a monkey-trapper's camp so far off the beaten track you had to do the first half of the approach by river has a beautifully [[armac'd]], perfectly straight road leading up to it. Imagine a world where you have to wear a full biohazard suit to collect a floppy disk, then you just drop it in a ziploc bag and transfer it to your pocket with no precautions as soon as you get back to the office. A world where two nine-year old girls are happy to give lots of blood without complaining. This is the world this movie is set in.<br /><br />On top of that, it's one of the most [[clich-ridden]] pieces of [[exrement]] it's been my [[misfortuen]] to witness in many a year.<br /><br />I liked it. :)",0.0003331899642944336,0.5933208465576172,0,1,0,106,"Successful"
"First of all I would like to point out that this film has absolutely nothing to see with the Dutch folklore story of the ghost [[ship]] that is also called THE FLYING DUTCHMAN. [[In]] this film, you will not see a single sailing boat. You will not see sailors, ghosts, or anything remotely [[exciting]]. It is not the story of the ghost [[ship]], and I wish they had notified it in the main credits or I wouldn't have watched it, because I really [[thought]] it was the film about the legend. It [[seems]] many people think the film has to do with the legend of the [[ghost]] [[ship]], since the film is listed on the Wikipedia page for the ""Flying Dutchman"" legend... I don't understand why. [[It]] is maybe based on the resembling legend called ""The Wandering Jew""? Or maybe did they just adapt the worst parts of the legend? The film begins with a fight sequence that would let anyone hope the film will have battle scenes. Unfortunately, it is the only battle scene of the film. Then you see Daniel Emilfork (who was Krank in City of [[Lost]] Children) for about two seconds, and that would let anyone hope the film will have good acting. Unfortunately he is very bad in the [[film]]. The same thing can be said about Italian actor Nino Manfredi, who was one of Italia's best [[actors]] [[ever]], and who here is condemned to embody a crazy bird wrangler with no back story whose only purpose is to seem to be the ""wise man"" of the film. [[And]] boy, does that film need wiseness! Every other character of the story seems to enjoy swimming in excrement, yelling, torturing others (in excrement), fornicating (in excrement) or laying in excrement some more just for the fun of it. [[It]] seems to be such fun that each character of the story gets to have his or her turn being dumped in feces at a point or another. Coming from a Dutch director, you might think that extreme dirtiness and shockingly real filth are necessary elements in a period piece, elements which contributed to make [[Dutch]] filmmaker Paul [[Verhoeven's]] film, ""Flesh + Blood"", such a great film. [[The]] thought of ""Flesh + Blood"" would let anyone hope that a film [[similarly]] filthy and visually straight-forward would be [[good]]. Unfortunately, and unlike ""Flesh + Blood"", there is no [[dramatic]] progression, no [[fights]], no [[good]] acting, and put simply, no ""Flesh and Blood"". The photography, as the opening sequence unfolds, is well-done and enticing. This too, stops very early in the film. The music, from Nicola Piovani (of ""La vità e bella"" fame) is repetitive and annoying, when not irrelevant (it sometimes implies that there is grandeur in a sequence, while on screen the actors are splashing in liquid dung). Throughout the first ""act"" of the film, which lasts nothing less than an hour (!), the film takes place within the same perimeter, which is around the farm where the main characters live. The characters play with excrement a lot, drown in it, play in it. A long period of time elapses through numerous ellipses to allows the main character, a young boy who loves to play in excrement, to become older and play in excrement some more. The bird-man talks a lot to say foolish things in Italian. Spanish conquistadors speak French. Nothing makes sense. Everything is confused and takes hours to happen. Then there is a second act called ""the Ship"", in which we see what might have been a ship, a long time ago, but which is now remains of a ship (covered with excrement did I mention?). The main character, while walking a bit further away from the farm, just happens to run into it, and decides it's really cool so let's live in it. The hunchback who lived in it before is trying to kill him, but he doesn't really mind because (did I mention?) he's not very bright. He thinks the ship can navigate and hopes to sail on it, until more conquistadors show up (at least they seemed to be conquistadors because of the Don Quixote style hats but as I've said it's really confused who's who), make the Dutchman a prisoner, along with the retarded hunchback, and they burn the ship to the ground. The last part of the film, which is really hard to bear for the spectator because it just consists of even more excrement with even more retarded middle-age peasants fighting in it, takes place in a mad asylum. Yet more torture and drowning each other with feces. Yet more loitering for the director, who seems to have definitely given up on his job, or passed onto the second crew camera assistant to do the rest of the job. In the end, a lot of the mentally-challenged new ""friends"" that the Dutchman made die. The woman he had sex with who was his brother's wife to begin with tries to have him meet his son. The Dutchman and his son talk. The film ends after two hours of dungy images and calamitous acting and technical performances. Then the credits roll and the spectator fells immensely free from having to watch atrocious films with no plot that pretend to be something exciting like fantasy films based on legends, while they are nothing but a mere catalog of how full of excrement some films can get when they don't have enough financing powers to put battles instead or even horses.","First of all I would like to point out that this film has absolutely nothing to see with the Dutch folklore story of the ghost [[sip]] that is also called THE FLYING DUTCHMAN. [[I]] this film, you will not see a single sailing boat. You will not see sailors, ghosts, or anything remotely [[exiting]]. It is not the story of the ghost [[hip]], and I wish they had notified it in the main credits or I wouldn't have watched it, because I really [[thught]] it was the film about the legend. It [[seem]] many people think the film has to do with the legend of the [[host]] [[hip]], since the film is listed on the Wikipedia page for the ""Flying Dutchman"" legend... I don't understand why. [[tI]] is maybe based on the resembling legend called ""The Wandering Jew""? Or maybe did they just adapt the worst parts of the legend? The film begins with a fight sequence that would let anyone hope the film will have battle scenes. Unfortunately, it is the only battle scene of the film. Then you see Daniel Emilfork (who was Krank in City of [[Los]] Children) for about two seconds, and that would let anyone hope the film will have good acting. Unfortunately he is very bad in the [[flm]]. The same thing can be said about Italian actor Nino Manfredi, who was one of Italia's best [[actor]] [[eve]], and who here is condemned to embody a crazy bird wrangler with no back story whose only purpose is to seem to be the ""wise man"" of the film. [[Anf]] boy, does that film need wiseness! Every other character of the story seems to enjoy swimming in excrement, yelling, torturing others (in excrement), fornicating (in excrement) or laying in excrement some more just for the fun of it. [[tI]] seems to be such fun that each character of the story gets to have his or her turn being dumped in feces at a point or another. Coming from a Dutch director, you might think that extreme dirtiness and shockingly real filth are necessary elements in a period piece, elements which contributed to make [[utch]] filmmaker Paul [[Verhoeven']] film, ""Flesh + Blood"", such a great film. [[Tthe]] thought of ""Flesh + Blood"" would let anyone hope that a film [[limilarly]] filthy and visually straight-forward would be [[goo]]. Unfortunately, and unlike ""Flesh + Blood"", there is no [[draamtic]] progression, no [[fihts]], no [[god]] acting, and put simply, no ""Flesh and Blood"". The photography, as the opening sequence unfolds, is well-done and enticing. This too, stops very early in the film. The music, from Nicola Piovani (of ""La vità e bella"" fame) is repetitive and annoying, when not irrelevant (it sometimes implies that there is grandeur in a sequence, while on screen the actors are splashing in liquid dung). Throughout the first ""act"" of the film, which lasts nothing less than an hour (!), the film takes place within the same perimeter, which is around the farm where the main characters live. The characters play with excrement a lot, drown in it, play in it. A long period of time elapses through numerous ellipses to allows the main character, a young boy who loves to play in excrement, to become older and play in excrement some more. The bird-man talks a lot to say foolish things in Italian. Spanish conquistadors speak French. Nothing makes sense. Everything is confused and takes hours to happen. Then there is a second act called ""the Ship"", in which we see what might have been a ship, a long time ago, but which is now remains of a ship (covered with excrement did I mention?). The main character, while walking a bit further away from the farm, just happens to run into it, and decides it's really cool so let's live in it. The hunchback who lived in it before is trying to kill him, but he doesn't really mind because (did I mention?) he's not very bright. He thinks the ship can navigate and hopes to sail on it, until more conquistadors show up (at least they seemed to be conquistadors because of the Don Quixote style hats but as I've said it's really confused who's who), make the Dutchman a prisoner, along with the retarded hunchback, and they burn the ship to the ground. The last part of the film, which is really hard to bear for the spectator because it just consists of even more excrement with even more retarded middle-age peasants fighting in it, takes place in a mad asylum. Yet more torture and drowning each other with feces. Yet more loitering for the director, who seems to have definitely given up on his job, or passed onto the second crew camera assistant to do the rest of the job. In the end, a lot of the mentally-challenged new ""friends"" that the Dutchman made die. The woman he had sex with who was his brother's wife to begin with tries to have him meet his son. The Dutchman and his son talk. The film ends after two hours of dungy images and calamitous acting and technical performances. Then the credits roll and the spectator fells immensely free from having to watch atrocious films with no plot that pretend to be something exciting like fantasy films based on legends, while they are nothing but a mere catalog of how full of excrement some films can get when they don't have enough financing powers to put battles instead or even horses.",0.0004406571388244629,0.5705311298370361,0,1,0,830,"Successful"
"Firstly I loved the [[book]], more so than the more popular Da Vinci Code and although the [[DVC]] film was not well received, I liked it and bought the DVD. However, there is no chance that I will ever want to watch Angles and Demons ever again.<br /><br />The film barely resembles the book, in fact only the general premise of the story is there.<br /><br />From the very start of the [[film]] I was [[disappointed]], in the book Robert Langdon receives a call and fax from Maximilian [[Kohler]], Director of [[CERN]]. Who finds the body of Father ([[can't]] remember the name) and then requests Langdon to come, using the super fast plane... In the book the only people who knew about this technology that the Father and Daughter team had created were themselves and the camerlingo... In the film however, there was a massive team involved... so the tension was never there... how did they find out [[etc]].<br /><br />Leaving out or rather changing this whole part of the [[story]] was a massive mistake and was in my mind what [[made]] it a [[poor]] [[movie]]... it changed everything that happened from then on, when the Camerlingo was confronted in the [[pope's]] locked room, it should have been Maximilian Kohler who shot the video from his wheel chair, the commander rushed in to get the [[camerlingo]] but was shot by Olivetti, in the film it was the commander in the room and Olivetti was shot... ([[err]] I think I got this right, but I was [[bored]] and can't really remember the events in the film)...<br /><br />There was no love interest between [[Vittoria]] and Robert and in the book she wasn't at [[CERN]] when he arrived and was indeed was flown in from her research work. In the book all four of the preferratti were killed, but in the film the last one of the four survived the fountain. In the book [[Vittoria]] was kidnapped and Robert had to rescue her and it was they that killed the Assassin at the Church of the [[Illuminati]], not blown up like he was in the film by the [[Camerlingo]]. The bit where Robert was confined under a stone coffin was not there, saved by his Mickey mouse watch alarm. OK in the book we are led to believe that [[Langdon]] bailed out of the helicopter, fair enough to say that this was a bit far stretched, but it was important in the film, because he had to race back with the film... There was no mention of how Vittoria and her adopted father became involved, this was also important in getting to know the character of Vittoria.<br /><br />In all one of the worse films I have seen, I would have left early, but my brain went numb and I lost the use of my legs temporarily. A really really reeeeeeaaaaaaalllly poor attempt and not one of Ron Howards finest, in fact, how he will get work again is beyond me!!! I want my money back!!!","Firstly I loved the [[boo]], more so than the more popular Da Vinci Code and although the [[DtVC]] film was not well received, I liked it and bought the DVD. However, there is no chance that I will ever want to watch Angles and Demons ever again.<br /><br />The film barely resembles the book, in fact only the general premise of the story is there.<br /><br />From the very start of the [[fMlm]] I was [[diasppointed]], in the book Robert Langdon receives a call and fax from Maximilian [[Khler]], Director of [[ERN]]. Who finds the body of Father ([[cant]] remember the name) and then requests Langdon to come, using the super fast plane... In the book the only people who knew about this technology that the Father and Daughter team had created were themselves and the camerlingo... In the film however, there was a massive team involved... so the tension was never there... how did they find out [[ec]].<br /><br />Leaving out or rather changing this whole part of the [[sGory]] was a massive mistake and was in my mind what [[amde]] it a [[por]] [[movi]]... it changed everything that happened from then on, when the Camerlingo was confronted in the [[pope']] locked room, it should have been Maximilian Kohler who shot the video from his wheel chair, the commander rushed in to get the [[cameringo]] but was shot by Olivetti, in the film it was the commander in the room and Olivetti was shot... ([[er]] I think I got this right, but I was [[bred]] and can't really remember the events in the film)...<br /><br />There was no love interest between [[VRittoria]] and Robert and in the book she wasn't at [[ERN]] when he arrived and was indeed was flown in from her research work. In the book all four of the preferratti were killed, but in the film the last one of the four survived the fountain. In the book [[Vittora]] was kidnapped and Robert had to rescue her and it was they that killed the Assassin at the Church of the [[Iluminati]], not blown up like he was in the film by the [[Cameringo]]. The bit where Robert was confined under a stone coffin was not there, saved by his Mickey mouse watch alarm. OK in the book we are led to believe that [[tLangdon]] bailed out of the helicopter, fair enough to say that this was a bit far stretched, but it was important in the film, because he had to race back with the film... There was no mention of how Vittoria and her adopted father became involved, this was also important in getting to know the character of Vittoria.<br /><br />In all one of the worse films I have seen, I would have left early, but my brain went numb and I lost the use of my legs temporarily. A really really reeeeeeaaaaaaalllly poor attempt and not one of Ron Howards finest, in fact, how he will get work again is beyond me!!! I want my money back!!!",0.00023311376571655273,0.902152419090271,0,1,0,491,"Successful"
"Spinal Tap was funny because if you knew a little about heavy metal, you saw in-jokes all over the place. If you know anything about porn, this mock documentary will leave you cold. Everything in it rings false.<br /><br />Spinal Tap was funny because it took a familiar world and pushed it over the top. This film is decidedly not [[funny]] because it paints a picture of how porn is made that bears no relationship to the real world.<br /><br />The [[acting]] here is uniformly awful, but that would not matter much if the core idea of the movie were [[good]]. But it's not.","Spinal Tap was funny because if you knew a little about heavy metal, you saw in-jokes all over the place. If you know anything about porn, this mock documentary will leave you cold. Everything in it rings false.<br /><br />Spinal Tap was funny because it took a familiar world and pushed it over the top. This film is decidedly not [[fuknny]] because it paints a picture of how porn is made that bears no relationship to the real world.<br /><br />The [[acitng]] here is uniformly awful, but that would not matter much if the core idea of the movie were [[vood]]. But it's not.",0.0002594590187072754,0.7179942727088928,0,1,0,70,"Successful"
"[[This]] [[entry]] is [[certainly]] [[interesting]] for [[series]] [[fans]] ([[like]] myself), but yet it is mostly [[incomprehensible]]. The [[plot]] is confusing, as is the [[sequel]] [[continuity]]. Some striking effects, to be [[sure]], but we never find out what it all [[really]] means.<[[br]] /><br />[[Try]] to see the ""[[NC-17]]"" [[workprint]] [[version]] which [[contains]] the [[gore]] that was cut to be [[re-rated]] ""R"".","[[Ths]] [[enAry]] is [[certainyl]] [[interestig]] for [[sereis]] [[fnas]] ([[liek]] myself), but yet it is mostly [[incomprehenisble]]. The [[pPot]] is confusing, as is the [[seuqel]] [[continusty]]. Some striking effects, to be [[sre]], but we never find out what it all [[realy]] means.<[[r]] /><br />[[rTy]] to see the ""[[NC1-7]]"" [[worhprint]] [[verjsion]] which [[contaisn]] the [[goe]] that was cut to be [[re-raied]] ""R"".",0.00018912553787231445,0.4183797836303711,0,0,0,126,"Failed"
"Of all the kung-fu films made through the 70's and 80's this is one that has developed a real cult following. With the exception of all the films Bruce Lee starred in this is a film that has stood the test of time and its due to the [[unique]] [[story]]. An aging kung-fu master tells his last pupil Yang Tieh (Sheng Chiang) about five pupils he has trained in the past. All five wore masks and nobody has seen the face of each other and they have all been trained differently. Their specialty in kung-fu is the name they have adopted like Lizard, Snake, Centipede, Toad and Scorpion. The master called them the Poison Clan and he does not know what has happened to them so he wants Tieh to find them and help the ones that are doing good to stop the others that are evil. An old man who was once a member of the Poison Clan has a map to where he has hidden a lot of money and he seems to be a target. Tieh does not know what they look like so he has to mingle in society and try and figure out who they are. Tieh has discovered that the Snake is Hung Wen Tung (Pai Wei) and along with Tang Sen Kue (Feng Lu) who is the Centipede they kill a family to find the map. A map is found by a mystery man who turns out to be the Scorpion but know one knows who he is. A local policeman named Ho Yung Sin (Philip Kwok) investigates the murders along with his partner Ma Chow (Chien Sun). Sin has a friend called Li Ho (Meng Lo) who is the Toad and they do know of each others identity. The Snake bribes the local officials to pin the murders on Li Ho and while he is in prison he is tortured and killed. When Sin finds out he teams up with Tieh and together they go to combat Tung and Kue. <br /><br />This film was directed by Cheh Chang and he was a very special director when it came to these films. Chang was not your run of the mill kung-fu director and his films always had a special quality to them. While most martial arts films deal with revenge Chang did not use that as a central theme. Even though there is some revenge going on later in this [[story]] this [[film]] is more complex than that. Five men trained by the same master in different ways and wearing masks. Then they are all in the same area and not knowing who the other is. Very unique story makes this film different from all the others and most of Changs stories were in a class all by themselves. I wouldn't exactly put it in the same league as ""Enter The Dragon"" because Bruce Lee was a worldwide icon and the martial arts he exhibited were more authentic looking. This film still has some impossible feats like clinging to sides of walls and all the flipping through the air but this film isn't necessarily about fight scenes. Its more about the intrigue of the story and the characters that are involved. That alone makes this different from all the other kung-fu films. Very well made with a unique story.","Of all the kung-fu films made through the 70's and 80's this is one that has developed a real cult following. With the exception of all the films Bruce Lee starred in this is a film that has stood the test of time and its due to the [[uniqce]] [[stVory]]. An aging kung-fu master tells his last pupil Yang Tieh (Sheng Chiang) about five pupils he has trained in the past. All five wore masks and nobody has seen the face of each other and they have all been trained differently. Their specialty in kung-fu is the name they have adopted like Lizard, Snake, Centipede, Toad and Scorpion. The master called them the Poison Clan and he does not know what has happened to them so he wants Tieh to find them and help the ones that are doing good to stop the others that are evil. An old man who was once a member of the Poison Clan has a map to where he has hidden a lot of money and he seems to be a target. Tieh does not know what they look like so he has to mingle in society and try and figure out who they are. Tieh has discovered that the Snake is Hung Wen Tung (Pai Wei) and along with Tang Sen Kue (Feng Lu) who is the Centipede they kill a family to find the map. A map is found by a mystery man who turns out to be the Scorpion but know one knows who he is. A local policeman named Ho Yung Sin (Philip Kwok) investigates the murders along with his partner Ma Chow (Chien Sun). Sin has a friend called Li Ho (Meng Lo) who is the Toad and they do know of each others identity. The Snake bribes the local officials to pin the murders on Li Ho and while he is in prison he is tortured and killed. When Sin finds out he teams up with Tieh and together they go to combat Tung and Kue. <br /><br />This film was directed by Cheh Chang and he was a very special director when it came to these films. Chang was not your run of the mill kung-fu director and his films always had a special quality to them. While most martial arts films deal with revenge Chang did not use that as a central theme. Even though there is some revenge going on later in this [[stoAry]] this [[Zilm]] is more complex than that. Five men trained by the same master in different ways and wearing masks. Then they are all in the same area and not knowing who the other is. Very unique story makes this film different from all the others and most of Changs stories were in a class all by themselves. I wouldn't exactly put it in the same league as ""Enter The Dragon"" because Bruce Lee was a worldwide icon and the martial arts he exhibited were more authentic looking. This film still has some impossible feats like clinging to sides of walls and all the flipping through the air but this film isn't necessarily about fight scenes. Its more about the intrigue of the story and the characters that are involved. That alone makes this different from all the other kung-fu films. Very well made with a unique story.",0.000250399112701416,0.996458888053894,1,0,1,297,"Successful"
"I don't doubt that Victor McLaglen won his Best Actor Oscar for this film by dint of a three way split among the Mutiny on the Bounty leads of Clark Gable, Charles Laughton, and Franchot Tone who were all in the same race. But The [[Informer]] is still a [[fine]] film because John Ford wouldn't have gotten his first Best Director Oscar if it wasn't. No [[split]] involved in his award.<br /><br />[[The]] movie and the story by Liam O'Flaherty that it is based on involves a poor simpleton of a man named Gypo Nolan who was once a member of the Irish Republican Army. He was cashiered out of it for some imbecilic stunt he pulled and wants back in. He's down to his last pence and if he can't get back in, wants enough for passage to America. There's a twenty pound reward for information leading to the arrest of a former comrade named Frankie McPhillip played by Wallace Ford. In a moment of weakness he goes to the Black and Tan constabulary and informs on McPhillip.<br /><br />The IRA is pretty anxious to find out who ratted McPhillip out and they're [[pretty]] certain it was McLaglen. He hasn't the wit to really cover his own tracks. He does make a feeble effort to implicate another man named Peter Mulligan played by Donald Meek. [[He]] [[also]] picks up a hanger-on played by J.M. Kerrigan.<br /><br />The [[whole]] [[action]] of The Informer takes place in 1922 in Dublin from about six in the evening to early the following morning. Of a necessity it is shot in darkness and [[shadows]], making it [[possibly]] the first [[noir]] [[thriller]]. Had it been done post World War II The [[Informer]] would have ranked as a great [[noir]] classic, like Odd Man Out or the The Third Man which it bares a lot of resemblance to.<br /><br />John Ford knew this [[world]] very well. He took some time off during the Rebellion and was in Ireland at the time and had a brother who was in the IRA. His real name before having it anglicized was Sean O'Fiernan.<br /><br />Preston Foster plays the IRA commandant Dan Gallagher. In the book Gallagher is a harder and meaner man than Foster has him here. My guess is that John Ford wanted him as a sympathetic character to give movie fans some rooting interest. He makes it clear that Foster has to eliminate the informer because the Black and Tans will grab him and get quite a bit more out of him and put the whole organization in peril.<br /><br />The IRA trial scene is the highlight of the film. When Foster asks Donald Meek whether he recognizes the authority of their court, Meek ain't in a position to say no. The King's justice and writ does not run here. It graphically illustrates at that point despite occupation by army troops and constabulary, the British are indeed losing their grip on the population.<br /><br />Of course The Informer a rather grim story has its John Ford touches, but rather fewer than you would expect. Even as McLaglen is spending his money on a drunken spree, the IRA is constantly in the shadows watching him and counting every farthing.<br /><br />The Informer is a tale well told about Ireland in a grim and dismal time.","I don't doubt that Victor McLaglen won his Best Actor Oscar for this film by dint of a three way split among the Mutiny on the Bounty leads of Clark Gable, Charles Laughton, and Franchot Tone who were all in the same race. But The [[Imnformer]] is still a [[fnie]] film because John Ford wouldn't have gotten his first Best Director Oscar if it wasn't. No [[spit]] involved in his award.<br /><br />[[Th]] movie and the story by Liam O'Flaherty that it is based on involves a poor simpleton of a man named Gypo Nolan who was once a member of the Irish Republican Army. He was cashiered out of it for some imbecilic stunt he pulled and wants back in. He's down to his last pence and if he can't get back in, wants enough for passage to America. There's a twenty pound reward for information leading to the arrest of a former comrade named Frankie McPhillip played by Wallace Ford. In a moment of weakness he goes to the Black and Tan constabulary and informs on McPhillip.<br /><br />The IRA is pretty anxious to find out who ratted McPhillip out and they're [[Nretty]] certain it was McLaglen. He hasn't the wit to really cover his own tracks. He does make a feeble effort to implicate another man named Peter Mulligan played by Donald Meek. [[KHe]] [[als]] picks up a hanger-on played by J.M. Kerrigan.<br /><br />The [[whoel]] [[acton]] of The Informer takes place in 1922 in Dublin from about six in the evening to early the following morning. Of a necessity it is shot in darkness and [[shadoaws]], making it [[possibNly]] the first [[noizr]] [[thrXller]]. Had it been done post World War II The [[Inormer]] would have ranked as a great [[noizr]] classic, like Odd Man Out or the The Third Man which it bares a lot of resemblance to.<br /><br />John Ford knew this [[wolrd]] very well. He took some time off during the Rebellion and was in Ireland at the time and had a brother who was in the IRA. His real name before having it anglicized was Sean O'Fiernan.<br /><br />Preston Foster plays the IRA commandant Dan Gallagher. In the book Gallagher is a harder and meaner man than Foster has him here. My guess is that John Ford wanted him as a sympathetic character to give movie fans some rooting interest. He makes it clear that Foster has to eliminate the informer because the Black and Tans will grab him and get quite a bit more out of him and put the whole organization in peril.<br /><br />The IRA trial scene is the highlight of the film. When Foster asks Donald Meek whether he recognizes the authority of their court, Meek ain't in a position to say no. The King's justice and writ does not run here. It graphically illustrates at that point despite occupation by army troops and constabulary, the British are indeed losing their grip on the population.<br /><br />Of course The Informer a rather grim story has its John Ford touches, but rather fewer than you would expect. Even as McLaglen is spending his money on a drunken spree, the IRA is constantly in the shadows watching him and counting every farthing.<br /><br />The Informer is a tale well told about Ireland in a grim and dismal time.",0.00019592046737670898,0.5822104215621948,1,0,1,422,"Successful"
